speaker,cg,generation,sampler,sampled_w_idx,selected_u,listener_belief,speaker_belief,location_pref,name,school/company,major,w_idx,cg_listener_prob,cg_speaker_prob
b,approx,4,weighted,1,They study a humanity,0.7766071541227683,0.27827050997782704,outdoor,Nancy,University of New Orleans,German,0,0.3387773842319297,0.282889874353289
b,approx,4,weighted,1,They study a humanity,0.07766071541227683,0.27827050997782704,indoor,Sally,University of New Orleans,German,1,0.26439721894267354,0.282889874353289
b,approx,4,weighted,1,They study a humanity,0.07286606523247745,0.22172949002217296,outdoor,Katie,University of New Orleans,Astronomy,2,0.1984126984126984,0.21711012564671106
b,approx,4,weighted,1,They study a humanity,0.07286606523247745,0.22172949002217296,indoor,Ina,University of New Orleans,Astronomy,3,0.1984126984126984,0.21711012564671106
a,approx,5,weighted,3,They study a science,0.25297319088893366,0.7766071541227683,outdoor,Nancy,University of New Orleans,German,0,0.2571726130484445,0.28231448685994137
a,approx,5,weighted,3,They study a science,0.25297319088893366,0.07766071541227683,indoor,Sally,University of New Orleans,German,1,0.2571726130484445,0.22033101578556125
a,approx,5,weighted,3,They study a science,0.2470268091110663,0.07286606523247745,outdoor,Katie,University of New Orleans,Astronomy,2,0.24282738695155553,0.2509309775741508
a,approx,5,weighted,3,They study a science,0.2470268091110663,0.07286606523247745,indoor,Ina,University of New Orleans,Astronomy,3,0.24282738695155553,0.24642351978034652
b,approx,6,weighted,1,They like being indoors,0.7060065037479711,0.25297319088893366,outdoor,Nancy,University of New Orleans,German,0,0.25664953350903763,0.21431051087370373
b,approx,6,weighted,1,They like being indoors,0.11759647128350836,0.25297319088893366,indoor,Sally,University of New Orleans,German,1,0.24729674435013058,0.30099043375748163
b,approx,6,weighted,1,They like being indoors,0.0662418774840704,0.2470268091110663,outdoor,Katie,University of New Orleans,Astronomy,2,0.2281190705219553,0.2023561557929629
b,approx,6,weighted,1,They like being indoors,0.11015514748445007,0.2470268091110663,indoor,Ina,University of New Orleans,Astronomy,3,0.26793465161887653,0.2823428995758517
a,approx,7,weighted,2,They like being outdoors,0.27648609855088946,0.7060065037479711,outdoor,Nancy,University of New Orleans,German,0,0.2413382076279532,0.3023713080301408
a,approx,7,weighted,2,They like being outdoors,0.22997562808084882,0.11759647128350836,indoor,Sally,University of New Orleans,German,1,0.27362766705225605,0.2060806202917755
a,approx,7,weighted,2,They like being outdoors,0.268968446903656,0.0662418774840704,outdoor,Katie,University of New Orleans,Astronomy,2,0.2283587620690166,0.26826919532902
a,approx,7,weighted,2,They like being outdoors,0.22456982646460577,0.11015514748445007,indoor,Ina,University of New Orleans,Astronomy,3,0.2566753632507743,0.2232788763490638
b,approx,8,weighted,2,They like being outdoors,0.7250360426325824,0.27648609855088946,outdoor,Nancy,University of New Orleans,German,0,0.3580949556163729,0.2877234112625067
b,approx,8,weighted,2,They like being outdoors,0.10690588298500761,0.22997562808084882,indoor,Sally,University of New Orleans,German,1,0.1873460184470686,0.22802305587688004
b,approx,8,weighted,2,They like being outdoors,0.0679170312147282,0.268968446903656,outdoor,Katie,University of New Orleans,Astronomy,2,0.2515782292555914,0.27035739681830145
b,approx,8,weighted,2,They like being outdoors,0.1001410431676819,0.22456982646460577,indoor,Ina,University of New Orleans,Astronomy,3,0.20298079668096705,0.2138961360423119
undefined
